"","CB62_E8","CB62_L4i","E32C1_E8","E32C1_L4i","E32C4_E8","E32C4_L4i","E32C6_E8","E32C6_L4i","E5C3_E8","E5C3_L4i","H9_E8","H9_L4i","RUES01_E8","RUES01_L4i","RUES02_E8","RUES02_L4i"
"CPN2",2,1,8,6,3,4,0,7,0,0,4,2,0,11,16,8
"LRRC15",24,6,276,26,206,22,58,0,14,54,130,6,22,14,144,28
"ENSG00000271483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1101P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232873",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
"ENSG00000272707",17,6,19,15,15,15,11,11,6,10,16,5,10,9,25,36
"LSG1",7230,6771,11260,12011,14463,16508,4866,9925,2876,6159,11058,4299,3616,7479,20304,18780
"FAM43A",869,847,1787,1406,2109,909,532,660,395,931,1603,509,568,411,2166,2385
"BHLHE40",2253,1919,655,5849,1256,946,286,4830,1123,836,2218,4919,337,425,3644,4344
"ENSG00000230182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD24P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARL8B",5544,4345,6959,6689,11560,10280,3269,5779,2964,4235,7751,2702,2617,3466,13972,9748
"ENSG00000233912",2,1,9,9,2,0,4,4,0,2,12,0,0,4,13,5
"ENSG00000268509",16,1,18,12,25,12,3,10,4,4,32,5,0,8,31,11
"EDEM1",2786,664,3031,1407,4807,1088,1013,1057,1439,752,5885,977,904,548,5493,1778
"MIR4790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL553P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287882",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244345",0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
"RNU1-62P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTCO3P47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC124909383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT5A-AS1",49,14,94,19,178,42,39,6,95,44,102,8,33,8,122,84
"ENSG00000242317",0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,0
"ENSG00000240777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERC2-IT1",2,2,2,0,5,0,0,0,0,2,0,2,2,0,6,2
"MIR3938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNA5SP133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC66",1571,805,2812,1943,3497,3078,1330,1912,678,793,2537,696,923,965,4716,2569
"ENSG00000240265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241667",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"RN7SL418P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCN11A",23,6,122,52,162,56,59,44,8,18,102,26,37,15,163,57
"MAGEF1",7690,4975,13371,11252,17515,11230,4968,8174,5090,5258,14808,5061,6084,6289,23664,17500
"LINC02069",2,0,0,0,0,0,0,0,2,0,8,0,0,0,0,3
"ENSG00000273403",5,0,13,2,4,2,2,4,8,2,35,0,9,1,21,20
"ENSG00000272922",0,0,2,0,0,0,0,0,0,0,16,2,5,0,23,0
"ENSG00000288576",0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,0
"C3orf70",180,161,1170,208,1686,228,416,68,108,172,744,105,212,179,384,592
"EHHADH-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229704",2,0,1,2,4,4,0,4,0,0,0,1,0,0,2,0
"MIR5588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VPS8",4693,2773,8759,7380,11645,6427,3112,5375,2751,2533,9317,3384,3039,3478,15937,9997
"LOC124900560",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"PIK3R4",7628,3981,12410,7897,16003,9328,4991,6261,3316,3746,10536,2849,3413,4717,20623,13053
"RN7SKP212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSTO3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284095",0,2,4,2,0,2,0,0,0,0,8,0,2,2,8,0
"ENSG00000250592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249098",0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"LOC100420298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RNU6-726P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLDN1",460,540,766,1037,1094,667,272,865,200,1055,490,402,306,485,1102,1924
"GCNT1P3",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CLDN16",0,2,4,6,2,3,0,0,2,4,40,4,7,0,4,2
"ATP2C1",12872,8255,21299,16585,30597,18329,7912,12758,6028,7644,20027,6238,6688,10530,35363,26990
"TFDP2",7633,5070,17537,8823,24451,13748,8923,8371,3892,4444,14589,2166,6089,6219,25968,15666
"CEP15",571,1246,1254,2946,2070,3666,594,2646,320,882,926,756,431,1435,1637,2766
"TRANK1",4314,645,7112,1809,10426,1146,1123,909,2567,663,9265,2077,2513,1096,13054,5690
"SUCLG2",6620,1345,16785,5926,21732,5155,4226,2694,3134,1667,13408,2077,5806,2792,14313,5613
"PLCD1",2978,1864,6780,8775,9231,4563,1546,5817,1894,1957,7468,4657,2291,1744,9945,6941
"SSR3",15345,13237,26018,31125,35272,30467,9901,21247,7224,11569,25328,11611,9735,14932,38091,35742
"ASTE1",552,556,1623,1056,2205,1565,601,898,342,536,359,332,433,386,2049,1855
"PSMD6",12486,10260,19599,18763,27844,22915,8289,14747,5564,8719,17370,6195,8068,9249,33804,23665
"PLCH1",2779,3668,7386,7272,10787,12197,3056,5389,1104,4284,5849,2028,2271,4712,11208,13378
"WWTR1",4245,2177,4151,3533,6821,3935,1755,2708,1734,1740,5571,982,1425,1709,8045,3498
"LRIG1",10603,4851,27889,10283,34453,10548,9160,7958,7348,4854,26111,5431,6168,4607,37539,19445
"ZIC4",2,0,69,0,128,4,66,0,137,70,608,2,42,0,19,30
"THPO",38,34,225,106,300,143,55,162,43,56,190,84,93,45,269,310
"NMD3",6057,2802,8860,6553,13165,6719,3487,4094,3453,2673,11385,3465,3287,3495,20291,11771
"ARHGEF3",1259,662,1251,1432,1662,1477,380,983,420,437,1257,477,448,568,2442,1473
"CISH",174,149,451,287,558,465,182,153,159,285,530,129,97,138,590,656
"RNF13",3027,1946,4491,3641,6843,4701,2148,2838,1240,1547,4074,1201,1540,2132,7541,5072
"NKIRAS1",650,446,1361,1168,2000,1110,568,768,376,416,1556,432,487,467,2361,1631
"RYK",7012,4173,11914,8859,17128,9503,4151,6068,3721,4662,12557,3233,3945,4117,17554,11723
"HEMK1",1427,622,2022,1449,2574,1654,657,1412,651,791,2589,794,1051,803,5023,2847
"SIDT1",4,0,8,20,15,8,4,4,7,4,33,2,10,13,36,18
"CCDC14",3228,1755,6237,4299,7149,6054,2814,4831,2080,2768,8374,2063,2348,2954,14464,7583
"CYB561D2",499,586,989,1028,1622,1770,478,1045,323,642,1074,397,392,628,1735,1636
"C3orf52",1360,851,1958,1406,2479,1802,795,1057,502,806,1835,470,604,998,2713,1687
"PRR20G",57,14,46,20,58,24,8,32,36,8,64,10,26,8,119,12
"CCDC80",572,567,1412,2149,1584,2270,550,766,640,2940,3110,680,545,1457,1922,4493
"CAMK1",330,161,499,228,901,304,220,238,97,263,775,131,195,176,1384,599
"ARPC4-TTLL3",0,0,0,0,1,1,0,0,0,1,5,0,0,0,2,1
"ENSG00000269886",2,0,19,9,16,4,0,1,3,3,15,1,5,0,13,5
"JAGN1",2879,2476,6471,4718,9557,6595,2731,3819,1566,2638,5234,1712,2765,2733,8656,7849
"IL17RE",631,106,1096,316,1688,403,516,303,280,99,777,104,447,251,1681,616
"ENSG00000283189",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"AMT",36,20,95,47,55,52,30,86,19,25,115,24,38,17,267,123
"NICN1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP130",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
"BSN-DT",56,8,75,20,93,8,24,20,26,18,130,14,49,22,145,56
"BSN",631,237,1093,686,1107,802,544,530,448,469,1229,444,328,670,2820,1710
"ENSG00000235120",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"APEH",27685,20382,56050,49100,77328,50717,18837,35650,14850,16346,45767,16810,18953,21624,84623,64939
"ENSG00000259970",0,1,1,1,0,4,1,0,0,1,0,1,0,0,0,2
"RNF123",5110,1714,8501,5653,10821,5677,2874,4984,2339,2073,8777,2336,2732,3045,15791,8438
"AMIGO3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"GMPPB",2664,2620,4764,3464,7156,6488,2309,3304,1209,2775,4181,1222,1608,2722,8688,6407
"COX6CP14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PRRT3-AS1",10,2,0,16,6,23,1,21,7,3,0,5,16,12,32,27
"ENSG00000269982",88,37,174,126,137,109,42,107,40,92,195,40,78,58,273,156
"CIDEC",0,0,0,0,2,0,0,2,1,2,0,0,8,2,4,2
"ENSG00000241993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMGB1P30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD13P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL18",2742,4483,5044,6081,7751,10270,2618,5428,1589,3307,5086,2458,1472,3950,8864,10514
"ENSG00000280173",41,42,170,97,222,109,56,54,24,78,143,49,28,81,175,251
"ENSG00000226652",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
"RNU6-1105P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPS2P2",0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,9
"EIF4A2",57041,16531,101169,65876,130914,37245,27527,40021,27482,16637,90720,32125,41906,21033,177340,89647
"ENSG00000263826",113,63,326,178,339,435,97,219,66,146,370,78,62,335,304,333
"SNORD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA63B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231724",2,1,1,0,3,2,2,8,2,1,3,1,6,6,10,9
"LINC02043",66,7,90,71,66,41,24,44,34,18,95,38,51,67,173,138
"MCF2L2P1",3,2,10,6,4,2,2,1,4,3,9,7,4,7,11,10
"ENSG00000242244",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"LINC01391",6,0,10,0,12,2,2,0,2,4,4,2,3,0,10,2
"FOXL2",171,10,231,26,318,32,136,12,75,6,162,12,65,8,202,30
"FOXL2NB",308,4,138,12,188,6,82,6,96,4,168,10,99,8,332,22
"PRR23A",2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
"PRR23B",0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0
"PRR23C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPESC1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"PISRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC124909439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC124906339",1,0,2,3,10,4,2,0,2,0,5,1,2,0,10,4
"RBP2",1,1,7,2,15,9,11,1,6,3,6,3,3,2,5,3
"ENSG00000248790",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ENSG00000178631",13,4,46,41,43,25,4,14,28,7,27,5,1,12,40,35
"ENSG00000206721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTOV1P1",4,0,0,4,0,2,4,0,2,4,0,2,0,0,0,0
"LRRC58",7093,1981,9333,3200,14920,4292,2834,3545,3123,2476,10925,1993,2360,1291,15715,3894
"ENSG00000282950",0,0,2,0,3,0,2,0,0,1,0,0,0,1,0,1
"ENSG00000242613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237676",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2
"CNOT10-AS1",4,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0
"SUGT1P2",2,2,0,0,10,4,1,6,2,0,3,2,0,2,0,1
"RPL23AP43",2,0,10,0,6,0,2,4,0,4,6,4,0,10,9,16
"TRIM71",42168,29656,81608,58665,90718,62839,19566,46438,30585,25697,69069,31607,30930,38275,126209,91072
"ACTG1P12",0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,2
"TIMP4",395,676,398,544,565,1761,289,480,146,757,417,96,65,438,661,748
"MTCO1P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236062",2,0,3,7,0,4,0,1,2,0,4,1,2,1,9,4
"ENSG00000225026",14,28,14,26,28,34,4,10,2,11,21,0,4,2,37,12
"RNA5SP123",1,0,0,0,0,4,0,1,0,0,0,2,2,0,5,4
"RNU6-377P",1,0,2,0,0,1,1,2,0,1,3,1,1,0,2,0
"ENSG00000274514",0,0,5,0,5,0,2,0,0,1,0,0,0,2,2,2
"PDCD10",5141,4392,8449,10518,12702,10877,3515,8454,2391,3534,7732,3610,3025,4584,14266,11968
"HMGN1P8",1,1,0,0,0,1,1,2,4,0,7,0,3,0,4,2
"SERPINI1",750,458,801,1582,1483,1444,499,1460,247,350,928,674,377,1037,1964,1862
"ENSG00000287319",0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000239238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLSCR4",161,75,376,106,511,139,117,119,94,53,300,60,82,72,543,159
"PLSCR4P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241358",1,0,2,0,0,1,0,4,2,0,0,0,0,0,10,0
"ENSG00000279320",0,0,0,2,2,2,1,2,0,0,0,2,0,2,0,1
"PLSCR1",4569,4521,6268,8589,9639,9782,2479,7652,2306,2558,6575,3821,1810,3085,5745,5777
"RNU6-428P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLSCR5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC4",15160,7119,27628,20252,29933,19913,8647,12889,7006,10066,23982,6990,8077,10880,45414,26951
"MIR15B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR16-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM59",3034,3980,5897,6911,8625,8014,3056,5084,1568,3121,5331,2301,2173,3284,12330,10593
"ENSG00000244009",42,12,72,34,67,11,20,22,21,17,98,28,45,25,118,51
"RNU7-136P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KPNA4",13588,10606,23460,20213,34552,25784,10608,15924,5617,11115,23423,6761,8330,11989,40965,29412
"SCARNA7",0,0,2,2,2,0,6,10,0,2,7,0,0,0,7,6
"KRT8P12",568,266,934,559,1076,581,338,414,240,345,916,225,369,342,2061,1043
"ENSG00000242285",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ARL14",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"LOC124900554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260572",14,12,8,12,15,10,12,14,0,4,14,4,8,6,10,20
"MIR4795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CHMP2B",7687,4091,11835,8173,20354,10215,5492,7184,4020,3148,11546,3369,4018,3894,23138,10540
"KRT8P25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNT5A",409,152,1018,338,1481,549,387,148,677,524,1356,153,447,151,985,807
"CFAP91",27,21,173,203,177,123,49,130,17,85,156,77,57,51,241,280
"ENSG00000285585",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000239994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240471",0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0
"PARLP1",0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0
"RFKP3",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"RN7SL762P",0,0,0,0,2,4,0,0,0,1,7,0,0,0,7,2
"RN7SL397P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRIP1P1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287707",14,20,88,37,72,114,46,85,10,82,83,18,71,41,228,125
"RRP9",6401,7542,12003,15521,16406,22520,5410,11904,2720,7861,9554,5067,4017,7743,21397,22562
"ENSG00000280422",24,20,64,31,111,18,16,10,26,20,125,16,19,24,156,82
"GPR62",97,6,171,30,213,26,19,12,28,26,178,5,105,27,265,92
"ENSG00000272762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABHD14A-ACY1",1,2,11,0,2,1,2,3,5,4,12,3,1,5,24,1
"ACY1",225,92,379,245,533,225,188,141,124,93,414,107,135,133,667,361
"RPL29",71772,50070,132269,120974,178787,119769,49322,90510,33004,45016,115181,46899,58652,50104,206996,149358
"ENSG00000285685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUSP7",2441,1480,4509,2751,6264,3172,1974,2289,1308,1482,4523,999,1720,1485,7239,3664
"POC1A",5233,4313,9978,9349,14297,10549,4060,7264,2349,3884,8615,3153,3572,4624,16734,13750
"ENSG00000286419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242849",0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2
"ALAS1",7843,4180,13004,11471,17128,11104,4190,8895,3271,2945,12323,4331,4573,4788,21653,14452
"ENSG00000280003",0,0,1,6,2,0,0,4,0,0,4,0,4,0,10,0
"ENSG00000173366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWF2",5652,5781,8941,12801,14551,13935,4270,10726,2715,3685,7188,3994,3596,6371,16859,15472
"PPM1M",589,655,1053,1409,1419,1602,447,1240,226,464,1001,467,409,766,1711,1760
"WDR82",16116,13247,30156,26072,40271,32787,11848,19178,8193,13376,25750,8982,9727,15224,44770,37944
"MIRLET7G",0,0,0,1,2,2,0,4,0,0,4,0,0,0,3,6
"GLYCTK",476,289,441,425,725,784,273,390,225,288,784,212,244,256,1588,656
"ENSG00000242797",28,0,33,4,35,5,12,11,6,5,78,1,33,9,144,9
"MIR135A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPP2R5CP",0,0,4,2,4,0,4,5,8,7,11,0,3,4,11,5
"BAP1",12906,7122,23600,17765,31416,21078,10159,14132,6183,9790,21794,6590,6623,9455,43525,25842
"ENSG00000288662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223803",24,45,41,81,31,70,9,77,45,101,18,45,8,39,42,95
"ENSG00000233565",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
"RPL39L",5660,2175,9249,4944,14106,4289,2737,3078,2471,1931,7163,2350,3754,2580,11487,7218
"ST6GAL1",25111,19538,42031,31033,62500,36839,14018,21711,14070,10417,35283,12508,13474,17986,55931,56304
"ENSG00000251448",15,0,16,3,22,8,0,0,4,4,27,8,3,0,43,14
"LOC105374088",5,0,7,0,6,0,2,0,0,0,16,0,3,0,14,2
"KLF15",2548,1319,5008,2067,6630,1825,1314,1187,1165,1050,3805,1007,1882,1183,6892,3555
"CFAP100-DT",6,0,2,0,7,2,1,0,0,1,5,0,1,0,5,0
"CFAP100",17,2,18,1,36,10,4,2,6,10,31,5,4,7,68,9
"LOC124906280",6,2,2,1,4,5,1,2,2,2,3,9,2,2,13,7
"ZXDC",2718,1602,4233,2801,6207,5091,2320,2733,1421,2063,4909,1322,1387,2027,10413,5994
"UROC1",5,0,20,8,39,10,6,2,2,0,16,2,8,11,16,10
"C3orf22",0,0,2,0,3,0,0,0,0,0,1,0,0,0,8,1
"RNA5SP138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"METTL5P2",9,0,4,4,15,2,4,0,2,0,36,1,6,2,23,5
"ENSG00000198284",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SF3A2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RCC2P4",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"NRROS",1387,575,2303,1814,2004,1281,357,843,367,248,1771,564,638,617,1403,1032
"RNU6-646P",0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"PAK2",11151,8345,17436,17198,24312,17559,6509,12271,6579,8341,19552,7632,5651,8025,28225,22236
"RNU4-89P",0,0,0,1,3,0,0,2,0,0,4,0,0,0,0,0
"RNU6-42P",3,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
"CEP19",337,245,611,654,1073,456,220,419,244,354,659,296,165,228,535,651
"LINC02025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CADM2",1751,479,3836,1087,4231,862,1275,498,254,253,2588,275,776,551,3339,1323
"MIR5688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CADM2-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239519",33,14,53,12,71,4,18,6,4,0,39,0,10,14,66,22
"ENSG00000243915",4,0,8,0,7,0,0,0,0,2,0,0,0,0,2,0
"LOC124906345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COPB2",16678,9765,27678,23157,36968,23466,8613,14275,10053,9730,25534,9662,9122,11482,43414,30563
"RN7SL182P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QARS1",35317,27410,69164,68702,89432,71473,21883,52313,18659,21827,55105,25666,25729,29557,103174,89860
"MIR6890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAMB2",14085,4949,25051,10429,36522,15640,10087,11610,7596,5321,24606,4594,8574,9002,46041,17845
"ENSG00000270441",202,7,124,70,93,16,19,75,20,8,229,64,90,17,329,84
"CCDC71",3293,3250,6482,5916,8571,8016,2614,5232,1674,3287,5075,2216,2186,3757,9672,9475
"KLHDC8B",2274,1709,4778,3871,7137,4171,1979,2808,1101,2601,3730,1332,1590,1560,7236,6541
"C3orf84",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLRN1",2,0,0,8,5,4,0,4,7,30,44,25,2,6,16,49
"ACAD11",217,55,291,246,455,178,64,214,86,46,326,147,71,85,519,294
"NPHP3-ACAD11",2,1,1,5,5,5,1,2,2,1,7,0,1,1,8,1
"ACKR4",14,2,16,5,13,3,8,0,6,17,32,6,7,5,50,11
"ENSG00000251614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203647",0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0
"RNU6-787P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL482P",0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
"ENSG00000223783",4,1,0,1,0,0,0,0,0,6,0,2,0,1,0,0
"KIF3AP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR6829",0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0
"ENSG00000286004",22,9,17,8,43,41,16,17,5,22,19,8,2,20,78,39
"ENSG00000224614",9,0,19,11,14,5,7,8,5,6,16,5,4,5,37,9
"RNU2-11P",0,0,0,0,5,1,1,2,0,0,4,0,2,0,11,2
"ENSG00000231443",7,1,8,3,22,8,7,13,8,6,37,8,7,2,54,9
"ENSG00000286168",0,0,2,3,0,0,0,1,0,0,5,1,0,0,5,1
"ENSG00000231464",0,0,2,1,9,1,3,0,0,4,12,0,4,2,12,0
"ARL8BP1",2,0,11,9,3,10,0,1,0,1,4,0,0,1,5,8
"RNU7-18P",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"TMEM40",12,5,24,50,35,30,1,16,3,54,2,9,29,13,44,75
"KRT18P17",27,6,52,34,65,8,9,38,6,4,51,16,41,17,93,52
"ENSG00000272263",30,16,70,39,96,54,20,17,11,21,41,13,29,10,108,68
"RPL32",80010,52330,143031,141161,192106,132531,50252,100270,33753,46661,122542,49201,67746,55434,216186,174954
"SNORA7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSK3B",8267,3999,12797,8310,17440,8830,4401,6531,4566,4796,13656,4408,4186,4316,23206,13934
"ENSG00000244062",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"ENSG00000285908",0,0,6,4,0,11,4,0,0,1,1,1,2,3,0,11
"RAB6B",2043,3891,4987,5684,5733,4265,1326,4494,1968,1760,3672,2907,1995,2738,9085,8010
"C3orf36",0,0,3,0,0,6,2,0,0,0,2,0,0,0,2,0
"GCSHP6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000225399",0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0
"C3orf62",160,99,352,274,500,432,193,256,128,217,634,81,152,150,616,598
"ENSG00000199546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR4271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP4",6550,2897,13577,7119,18726,8335,4396,4878,2398,2787,8914,2226,4078,3848,17360,10910
"ENSG00000235908",3,0,6,5,2,0,0,1,2,0,0,0,5,0,13,5
"ENSG00000272774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000242618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA5SP136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"U2SURPP1",0,0,2,0,0,0,0,0,0,0,0,2,0,7,1,0
