"","PARPKO_r1","PARPKO_r2","PARPKO_r3","WT_r1","WT_r2","WT_r3"
"ENSMUSG00000108481",0,0,0,0,0,0
"ENSMUSG00000108576",0,0,0,0,0,0
"ENSMUSG00000065763",0,0,0,0,0,0
"ENSMUSG00000038886",668,579,1325,746,745,1445
"ENSMUSG00000030759",3475,3275,6717,4891,4706,7456
"ENSMUSG00002075897",0,0,0,0,0,0
"ENSMUSG00000101755",0,0,0,0,0,0
"ENSMUSG00000035390",323,339,841,648,690,1486
"ENSMUSG00000038156",50,51,79,14,9,30
"ENSMUSG00000046456",4,5,0,11,4,11
"ENSMUSG00000088575",0,0,0,0,0,0
"ENSMUSG00000055723",1828,1763,2278,1686,1686,1692
"ENSMUSG00000053158",23,28,100,38,38,127
"ENSMUSG00000110248",0,2,1,1,0,0
"ENSMUSG00000110407",0,0,0,1,3,4
"ENSMUSG00000030754",4255,3944,8546,5506,5088,10017
"ENSMUSG00000030751",5047,4866,9634,7573,7260,10698
"ENSMUSG00000030530",578,558,1488,722,677,1528
"ENSMUSG00000030671",271,236,644,336,352,595
"ENSMUSG00000108436",0,0,0,0,0,2
"ENSMUSG00000059851",2444,2320,5012,3497,3315,5691
"ENSMUSG00000030670",4,4,3,6,8,8
"ENSMUSG00000051811",1110,1045,1587,1460,1392,1994
"ENSMUSG00000092518",9,9,39,4,8,18
"ENSMUSG00000030528",4688,4400,12213,7166,6850,14105
"ENSMUSG00000091989",0,0,1,0,0,0
"ENSMUSG00000062028",1,0,0,6,1,0
"ENSMUSG00000030669",269,266,466,488,443,725
"ENSMUSG00000030527",78,62,111,77,61,107
"ENSMUSG00000108643",0,0,5,0,0,0
"ENSMUSG00000084821",0,1,0,1,0,0
"ENSMUSG00000108379",4,6,30,6,8,7
"ENSMUSG00002076419",0,0,0,0,0,0
"ENSMUSG00000030536",8329,8011,18924,12063,11370,21774
"ENSMUSG00000038797",132,121,355,157,156,361
"ENSMUSG00000058402",278,270,491,406,382,470
"ENSMUSG00000025722",1199,1105,1647,1338,1253,1704
"ENSMUSG00000062040",207,191,533,404,346,661
"ENSMUSG00000098873",0,0,0,0,0,0
"ENSMUSG00000099689",735,728,1014,950,912,1307
"ENSMUSG00000109105",0,0,1,0,0,0
"ENSMUSG00000025723",71,71,89,42,36,46
"ENSMUSG00000059975",684,698,1731,999,954,1569
"ENSMUSG00000083669",0,0,0,0,0,0
"ENSMUSG00000025724",933,896,1599,1472,1467,2070
"ENSMUSG00000081372",1,1,0,1,1,3
"ENSMUSG00000109390",11,10,34,20,30,14
"ENSMUSG00000109367",0,0,0,0,0,0
"ENSMUSG00000074221",5124,4853,12934,7122,6840,9376
"ENSMUSG00000053985",115,133,216,189,166,208
"ENSMUSG00000005621",690,659,2138,1468,1456,2682
"ENSMUSG00000109302",0,0,3,1,0,0
"ENSMUSG00000038763",552,511,1610,1051,1002,2473
"ENSMUSG00000085194",3,1,21,14,9,16
"ENSMUSG00000098022",23,16,51,13,18,32
"ENSMUSG00000058447",0,0,0,0,0,0
"ENSMUSG00000025726",500,519,1105,885,846,1124
"ENSMUSG00000051910",10,17,69,10,14,12
"ENSMUSG00000108489",0,0,0,1,0,0
"ENSMUSG00000025584",228,225,577,592,548,1341
"ENSMUSG00000083774",43,42,23,69,57,7
"ENSMUSG00000030663",1238,1181,2879,2014,1943,3567
"ENSMUSG00000061787",73,78,118,119,108,118
"ENSMUSG00000091900",1,3,8,1,4,10
"ENSMUSG00000025586",262,262,582,206,165,477
"ENSMUSG00000081747",0,0,1,0,0,1
"ENSMUSG00000109401",0,0,0,0,0,4
"ENSMUSG00000109398",103,87,345,200,177,398
"ENSMUSG00000055150",70,60,167,108,106,201
"ENSMUSG00000062861",181,152,441,341,357,706
"ENSMUSG00000093536",10,10,38,15,10,23
"ENSMUSG00000089780",1,0,0,2,2,1
"ENSMUSG00000090179",0,0,0,0,2,2
"ENSMUSG00000045929",1,1,13,0,0,9
"ENSMUSG00000090824",0,1,0,0,0,0
"ENSMUSG00000110323",0,0,0,0,0,0
"ENSMUSG00000048620",0,0,0,1,0,0
"ENSMUSG00000054938",0,0,0,0,0,1
"ENSMUSG00000096228",0,0,0,1,0,0
"ENSMUSG00000034583",0,0,0,0,0,1
"ENSMUSG00002074997",0,0,0,0,0,0
"ENSMUSG00000048067",6,2,1,23,18,41
"ENSMUSG00000109466",1,0,6,1,1,0
"ENSMUSG00000045659",3081,2864,8144,3641,3504,7405
"ENSMUSG00000090862",180,190,287,268,241,302
"ENSMUSG00000064741",0,0,0,0,0,0
"ENSMUSG00000030849",971,891,1452,349,327,285
"ENSMUSG00000082988",8,7,30,5,2,13
"ENSMUSG00000030660",1162,1069,3123,1416,1423,2600
"ENSMUSG00000108500",0,0,0,1,1,4
"ENSMUSG00000108359",0,0,6,0,2,1
"ENSMUSG00000108566",0,0,0,0,0,0
"ENSMUSG00000096399",0,0,0,0,0,0
"ENSMUSG00000092433",0,0,0,0,0,0
"ENSMUSG00000091651",0,0,0,0,0,0
"ENSMUSG00000092221",0,0,0,0,0,0
"ENSMUSG00000030659",377,396,962,367,330,666
"ENSMUSG00000108736",15,17,17,12,8,7
"ENSMUSG00000090968",0,0,0,0,0,0
"ENSMUSG00000092619",0,0,0,0,0,0
"ENSMUSG00000108456",28,32,42,17,10,27
"ENSMUSG00000092294",0,0,0,0,0,0
"ENSMUSG00002076628",0,0,0,0,0,0
"ENSMUSG00002075642",0,0,0,0,0,0
"ENSMUSG00000108740",0,0,0,0,0,0
"ENSMUSG00000107383",16,21,49,22,21,53
"ENSMUSG00000094736",0,0,0,0,0,0
"ENSMUSG00000119801",0,0,0,0,0,0
"ENSMUSG00000090482",0,0,0,0,0,0
"ENSMUSG00000108303",0,0,0,0,0,0
"ENSMUSG00000003380",986,917,1142,1634,1556,1563
"ENSMUSG00000098802",0,0,0,1,0,1
"ENSMUSG00000096668",0,0,0,0,0,0
"ENSMUSG00000030657",134,105,281,218,188,262
"ENSMUSG00000090892",0,0,0,0,0,0
"ENSMUSG00000108693",0,0,0,3,0,0
"ENSMUSG00002074866",0,0,0,0,0,0
"ENSMUSG00000070844",0,0,0,0,0,0
"ENSMUSG00000053720",0,0,0,0,0,0
"ENSMUSG00000092452",0,0,0,0,0,0
"ENSMUSG00000092447",0,0,0,0,0,1
"ENSMUSG00000094098",0,0,0,0,0,0
"ENSMUSG00000092441",0,0,0,0,0,0
"ENSMUSG00000090662",0,0,0,0,0,0
"ENSMUSG00000092614",0,0,0,0,0,0
"ENSMUSG00000008683",4089,4001,14653,4648,4480,11664
"ENSMUSG00000092204",0,0,0,0,0,0
"ENSMUSG00000092175",0,0,0,0,0,0
"ENSMUSG00000090727",0,0,0,0,0,0
"ENSMUSG00000092264",0,0,0,0,0,0
"ENSMUSG00000030732",5,2,12,1,4,2
"ENSMUSG00000092523",0,0,0,0,0,0
"ENSMUSG00000096707",0,0,0,0,0,0
"ENSMUSG00000110977",0,0,0,0,0,0
"ENSMUSG00000030850",1212,1130,2429,1763,1754,2981
"ENSMUSG00000108940",7,7,15,19,11,4
"ENSMUSG00000109016",0,5,0,3,0,10
"ENSMUSG00000092573",0,0,0,0,0,0
"ENSMUSG00002076006",0,0,0,0,0,0
"ENSMUSG00000090864",0,0,0,0,0,0
"ENSMUSG00000109978",0,0,0,0,0,0
"ENSMUSG00000092611",0,0,0,0,0,0
"ENSMUSG00000096658",0,0,0,0,0,0
"ENSMUSG00000095773",0,0,0,0,0,0
"ENSMUSG00000092575",0,0,0,0,0,0
"ENSMUSG00000092620",0,0,0,0,0,0
"ENSMUSG00000030654",6411,6180,12793,10840,10127,16328
"ENSMUSG00000040331",2173,2098,4700,3590,3528,6767
"ENSMUSG00000092548",0,0,0,0,0,0
"ENSMUSG00000066828",0,0,0,0,0,0
"ENSMUSG00000092561",0,0,0,0,0,0
"ENSMUSG00000092308",0,0,0,0,0,0
"ENSMUSG00000040907",1861,1701,3846,2496,2286,5974
"ENSMUSG00000096413",0,0,0,0,0,0
"ENSMUSG00000092551",0,0,0,0,0,0
"ENSMUSG00000092520",0,0,0,0,0,0
"ENSMUSG00000099258",0,0,0,0,0,0
"ENSMUSG00000090352",0,0,0,0,0,0
"ENSMUSG00000092584",0,0,0,0,0,0
"ENSMUSG00000096294",0,0,0,0,0,0
"ENSMUSG00000030726",1913,1915,3846,2211,2083,3507
"ENSMUSG00000030725",110,116,315,138,131,230
"ENSMUSG00000094280",0,0,0,0,0,0
"ENSMUSG00000093681",0,0,0,0,0,0
"ENSMUSG00000110003",2,2,18,1,0,27
"ENSMUSG00000095914",0,0,0,0,0,0
"ENSMUSG00000035165",3,1,0,0,1,0
"ENSMUSG00000110108",0,0,0,0,0,0
"ENSMUSG00000109435",1,0,1,0,1,0
"ENSMUSG00000096180",0,0,0,0,0,0
"ENSMUSG00000094606",0,0,0,0,0,0
"ENSMUSG00000109796",0,0,0,0,2,0
"ENSMUSG00000058685",0,0,0,0,0,0
"ENSMUSG00000003378",411,346,734,370,397,806
"ENSMUSG00000091930",0,5,1,3,4,5
"ENSMUSG00000093766",0,0,0,0,0,0
"ENSMUSG00000045252",752,655,1860,1155,1046,1880
"ENSMUSG00000043066",0,0,0,1,3,0
"ENSMUSG00000093487",0,0,0,0,0,0
"ENSMUSG00000109949",0,0,0,0,0,0
"ENSMUSG00000110255",0,0,0,0,0,0
"ENSMUSG00000110098",0,0,0,0,0,0
"ENSMUSG00000030729",550,475,847,541,572,578
"ENSMUSG00000089987",2,1,0,0,3,1
"ENSMUSG00000034122",0,0,0,0,0,1
"ENSMUSG00000107520",0,0,0,0,0,0
"ENSMUSG00000046716",0,0,0,0,0,0
"ENSMUSG00000118408",0,1,14,2,2,4
"ENSMUSG00000030393",420,477,904,721,631,951
"ENSMUSG00000110232",0,0,0,0,0,0
"ENSMUSG00000047031",0,0,0,0,0,0
"ENSMUSG00000093595",0,0,0,0,0,0
"ENSMUSG00000030655",3973,3771,11969,7613,7149,11533
"ENSMUSG00000051048",5,5,23,3,6,12
"ENSMUSG00000065874",0,0,0,0,0,0
"ENSMUSG00000109045",0,0,0,3,2,7
"ENSMUSG00000087922",0,0,0,0,0,0
"ENSMUSG00000118412",0,0,0,0,0,0
"ENSMUSG00000091662",0,0,0,0,0,0
"ENSMUSG00000111440",0,0,0,0,0,0
"ENSMUSG00000045340",0,0,0,0,0,0
"ENSMUSG00000093534",0,0,0,0,0,0
"ENSMUSG00000093826",3,2,9,6,3,5
"ENSMUSG00000093689",0,0,0,0,0,0
"ENSMUSG00000030718",1157,1051,2397,1841,1706,2428
"ENSMUSG00000034087",0,0,0,0,0,0
"ENSMUSG00000110034",0,0,0,1,0,0
"ENSMUSG00000059206",2,0,0,0,2,0
"ENSMUSG00000109800",0,0,0,0,0,0
"ENSMUSG00000058420",58,55,159,45,42,131
"ENSMUSG00000109747",0,0,0,0,0,0
"ENSMUSG00000109167",0,0,0,0,0,0
"ENSMUSG00000109924",0,0,4,0,0,1
"ENSMUSG00000095115",91,86,301,53,31,123
"ENSMUSG00000110402",0,0,0,1,0,0
"ENSMUSG00000110395",0,1,0,0,0,0
"ENSMUSG00000109683",0,0,0,0,1,0
"ENSMUSG00000109900",0,0,0,0,0,0
"ENSMUSG00000095339",47,67,298,91,65,139
"ENSMUSG00000109971",0,0,0,0,0,0
"ENSMUSG00000119795",0,0,0,0,0,0
"ENSMUSG00000110111",0,0,0,0,0,0
"ENSMUSG00000110346",0,0,0,0,0,0
"ENSMUSG00000054272",124,96,249,128,134,150
"ENSMUSG00000110072",0,0,0,0,0,0
"ENSMUSG00000109952",0,0,0,0,0,0
"ENSMUSG00000110103",94,95,229,105,112,123
"ENSMUSG00000110196",0,0,0,0,0,0
"ENSMUSG00000110348",0,0,0,0,0,0
"ENSMUSG00000109889",0,0,0,0,0,0
"ENSMUSG00000030652",462,428,1167,618,595,1525
"ENSMUSG00000030852",2157,2039,4493,3917,3774,7958
"ENSMUSG00000042246",328,259,560,289,237,669
"ENSMUSG00000110095",0,1,0,0,0,0
"ENSMUSG00000109950",0,0,0,0,0,0
"ENSMUSG00000109916",18,17,41,18,13,20
"ENSMUSG00000109626",0,0,0,0,0,0
"ENSMUSG00000092489",0,0,0,0,0,0
"ENSMUSG00000110267",0,0,0,0,0,0
"ENSMUSG00000095430",0,0,0,2,0,3
"ENSMUSG00000109883",0,0,0,0,0,0
"ENSMUSG00000110385",0,0,0,0,0,0
"ENSMUSG00000051687",0,0,0,0,0,0
"ENSMUSG00000110398",0,0,0,0,0,0
"ENSMUSG00000110182",0,0,0,0,0,0
"ENSMUSG00000047655",0,0,0,0,0,0
"ENSMUSG00000110173",1,2,0,4,1,4
"ENSMUSG00000092326",0,0,0,0,0,0
"ENSMUSG00000109762",0,0,4,0,0,0
"ENSMUSG00000043308",0,0,0,0,0,1
"ENSMUSG00000110054",0,0,0,0,0,0
"ENSMUSG00000092285",0,0,0,1,1,0
"ENSMUSG00000109811",1,2,7,0,1,5
"ENSMUSG00000047248",1004,913,2539,1382,1299,2556
"ENSMUSG00000115267",0,0,0,0,0,0
"ENSMUSG00000110271",0,0,0,0,0,0
"ENSMUSG00000092466",0,0,0,0,0,0
"ENSMUSG00000119511",0,0,0,0,0,0
"ENSMUSG00000109046",0,0,11,0,0,0
"ENSMUSG00000110049",0,0,0,0,0,0
"ENSMUSG00000092208",0,0,0,0,0,0
"ENSMUSG00000110184",0,0,0,0,0,0
"ENSMUSG00000102241",2,2,3,0,3,7
"ENSMUSG00000092398",0,0,0,0,0,0
"ENSMUSG00000109752",0,0,0,0,0,0
"ENSMUSG00000110292",0,0,2,0,0,1
"ENSMUSG00000092318",0,0,0,0,0,0
"ENSMUSG00000109758",0,0,0,0,0,0
"ENSMUSG00000095864",0,0,0,0,0,0
"ENSMUSG00000066807",0,0,0,0,0,0
"ENSMUSG00000092535",0,0,0,0,0,0
"ENSMUSG00000109686",0,0,0,0,0,0
"ENSMUSG00000092350",0,0,0,0,0,0
"ENSMUSG00000109914",0,0,0,0,0,0
"ENSMUSG00000092248",0,0,0,0,0,0
"ENSMUSG00000032942",0,1,6,4,4,15
"ENSMUSG00000061602",0,0,0,0,0,0
"ENSMUSG00000110203",0,0,0,0,0,0
"ENSMUSG00000096735",1,0,0,0,0,0
"ENSMUSG00000110082",0,0,0,0,0,0
"ENSMUSG00000115744",2,1,1,0,0,0
"ENSMUSG00000092351",0,0,0,0,0,0
"ENSMUSG00000109630",0,0,0,0,0,0
"ENSMUSG00000092476",0,0,0,0,0,0
"ENSMUSG00000110121",0,0,0,0,0,0
"ENSMUSG00000110042",0,0,0,0,0,0
"ENSMUSG00000115027",0,0,0,0,0,0
"ENSMUSG00000058132",2,0,10,0,0,0
"ENSMUSG00000066804",0,0,0,0,0,1
"ENSMUSG00002074963",0,0,0,0,0,0
"ENSMUSG00000033685",2971,2815,5370,8075,7728,11153
"ENSMUSG00000066803",5,4,28,5,3,9
"ENSMUSG00000040136",71,72,172,35,38,94
"ENSMUSG00000092331",0,0,0,0,0,0
"ENSMUSG00000092610",0,0,0,0,0,0
"ENSMUSG00000092359",0,0,0,0,0,0
"ENSMUSG00000110146",3,1,16,0,0,4
"ENSMUSG00000110240",0,1,0,0,0,0
"ENSMUSG00000034071",49,46,87,94,70,135
"ENSMUSG00000092583",0,0,0,0,0,0
"ENSMUSG00000030708",62,46,128,218,217,352
"ENSMUSG00000044881",201,176,416,380,370,522
"ENSMUSG00000109123",2,0,2,0,2,0
"ENSMUSG00000030386",364,341,1048,662,596,1123
"ENSMUSG00000030650",20,20,31,16,10,12
"ENSMUSG00000030706",258,235,239,409,373,323
"ENSMUSG00000108990",0,0,0,0,0,0
"ENSMUSG00000081359",0,2,0,0,2,0
"ENSMUSG00000030704",2918,2800,7158,3896,3616,7790
"ENSMUSG00000082210",1,0,0,1,0,0
"ENSMUSG00000040205",0,1,0,1,4,4
"ENSMUSG00000030858",5,5,0,1,3,5
"ENSMUSG00000030859",1,3,12,2,5,5
"ENSMUSG00000040177",519,505,1255,733,721,1006
"ENSMUSG00000063179",582,612,1599,844,842,1548
"ENSMUSG00000108883",18,24,46,23,17,48
"ENSMUSG00000040167",103,79,205,118,93,222
"ENSMUSG00000109570",2,0,4,2,9,11
"ENSMUSG00000108910",1,1,0,4,0,2
"ENSMUSG00000030861",1328,1228,3871,1885,1866,4224
"ENSMUSG00000109399",5,3,10,11,11,3
"ENSMUSG00000108964",0,0,0,0,0,0
"ENSMUSG00000108989",0,0,0,0,0,0
"ENSMUSG00000109087",0,0,0,0,0,0
"ENSMUSG00000040148",0,0,0,1,1,7
"ENSMUSG00000050100",1,0,4,6,1,5
"ENSMUSG00000008496",174,140,688,111,113,332
"ENSMUSG00000098441",0,0,0,0,0,0
"ENSMUSG00000054499",705,655,1496,929,977,1540
"ENSMUSG00000098325",2,2,0,1,2,0
"ENSMUSG00000108523",0,0,0,2,1,4
"ENSMUSG00000046541",113,108,353,198,218,319
"ENSMUSG00000066979",3221,3011,6410,4575,4331,7239
"ENSMUSG00000062758",1,1,0,2,1,4
"ENSMUSG00000109066",0,0,0,0,0,1
"ENSMUSG00000108839",0,0,0,0,0,0
"ENSMUSG00000109014",0,0,0,0,0,0
"ENSMUSG00000109340",0,0,0,0,0,0
"ENSMUSG00000040125",0,0,4,0,0,0
"ENSMUSG00000030838",52,53,94,54,54,129
"ENSMUSG00000030862",12,10,9,12,15,19
"ENSMUSG00002075358",0,0,0,0,0,0
"ENSMUSG00000110060",19,12,47,8,14,80
"ENSMUSG00000086814",0,0,0,0,0,0
"ENSMUSG00000057177",1232,1127,2821,1802,1696,3314
"ENSMUSG00000030930",113,130,286,47,58,57
"ENSMUSG00000109555",0,1,0,0,0,0
"ENSMUSG00000109270",0,0,0,0,0,0
"ENSMUSG00000109550",0,0,0,0,0,0
"ENSMUSG00000108870",1,0,0,0,0,0
"ENSMUSG00000108849",0,1,0,0,0,0
"ENSMUSG00000108858",1,1,1,0,2,2
"ENSMUSG00000040857",2390,2259,5969,4394,4039,6342
"ENSMUSG00000030701",452,481,931,616,591,1022
"ENSMUSG00000030934",1101,1081,1520,1119,1048,1717
"ENSMUSG00000048528",0,0,6,9,5,4
"ENSMUSG00000087657",0,0,0,0,0,0
"ENSMUSG00000009487",15,13,23,8,3,14
"ENSMUSG00000030946",253,241,254,253,265,297
"ENSMUSG00000009471",4,7,5,1,0,0
"ENSMUSG00000087348",0,0,0,0,0,1
"ENSMUSG00000058975",5,2,2,2,1,3
"ENSMUSG00000030839",98,87,141,107,94,175
"ENSMUSG00000119711",0,0,0,0,0,0
"ENSMUSG00000110316",3,4,9,4,4,16
"ENSMUSG00000087492",0,0,0,2,1,0
"ENSMUSG00000110272",0,0,0,0,0,0
"ENSMUSG00000066197",24,11,35,14,16,24
"ENSMUSG00000108921",0,0,0,0,0,0
"ENSMUSG00000077653",0,0,0,0,0,0
"ENSMUSG00000030956",141,158,357,416,418,815
"ENSMUSG00000029461",1652,1572,3323,2277,2182,3703
"ENSMUSG00000109035",1,0,1,0,3,1
"ENSMUSG00000109109",0,1,0,4,0,0
"ENSMUSG00000030960",319,328,717,452,446,1021
"ENSMUSG00000110159",15,19,33,20,17,29
"ENSMUSG00000040046",12,16,5,4,8,2
"ENSMUSG00000110010",11,16,20,26,22,49
"ENSMUSG00000030954",0,0,0,0,0,0
"ENSMUSG00000030965",946,821,1404,1071,997,1931
"ENSMUSG00000008318",166,166,320,169,178,412
"ENSMUSG00000006763",1116,1044,1722,1188,1218,1910
"ENSMUSG00000040026",29,35,64,73,57,57
"ENSMUSG00000040017",1,0,0,0,1,3
"ENSMUSG00000030967",3379,3329,6738,3240,3050,5766
"ENSMUSG00000005442",3138,2842,9114,4368,4035,9211
"ENSMUSG00000085663",4,8,2,5,3,0
"ENSMUSG00000074115",1,0,0,5,5,2
"ENSMUSG00000030963",0,0,0,0,0,0
"ENSMUSG00000109254",0,0,0,0,0,0
"ENSMUSG00000057465",2,4,14,8,7,7
"ENSMUSG00000030968",0,0,1,1,0,0
"ENSMUSG00000103258",0,0,0,0,0,0
"ENSMUSG00000098014",0,0,0,0,0,0
"ENSMUSG00000005447",854,870,1207,972,876,1191
"ENSMUSG00000058741",94,77,158,55,45,133
"ENSMUSG00000032875",686,682,1829,878,835,1664
"ENSMUSG00000093296",0,0,0,0,0,0
"ENSMUSG00000048779",15,19,46,24,23,49
"ENSMUSG00000109132",0,0,0,0,0,0
"ENSMUSG00000032860",61,45,182,75,67,160
"ENSMUSG00000108895",0,0,0,0,0,0
"ENSMUSG00000109171",0,1,0,0,0,1
"ENSMUSG00000043843",88,75,203,33,25,53
"ENSMUSG00000045039",1148,1109,2703,1463,1366,2150
"ENSMUSG00000063651",1,0,0,0,0,0
"ENSMUSG00000030970",5680,5325,13982,5255,4951,10371
"ENSMUSG00000110282",21,9,6,27,32,22
"ENSMUSG00000109619",0,0,0,0,0,0
"ENSMUSG00000030691",836,790,1963,1174,1066,1844
"ENSMUSG00000003123",208,195,401,425,410,629
"ENSMUSG00000083121",3,2,2,0,1,5
"ENSMUSG00000030972",0,0,0,0,0,0
"ENSMUSG00000030945",0,0,0,0,0,0
"ENSMUSG00000109478",0,0,0,0,0,0
"ENSMUSG00000014418",782,698,1332,852,791,1311
"ENSMUSG00000110087",3,3,30,6,4,10
"ENSMUSG00000033533",0,0,0,0,0,0
"ENSMUSG00000108884",0,0,0,0,0,1
"ENSMUSG00000006599",2955,2867,8695,5280,4994,10485
"ENSMUSG00000047026",0,1,0,0,0,1
"ENSMUSG00000030942",2753,2563,5051,4180,3976,6242
"ENSMUSG00000109233",0,0,0,0,0,0
"ENSMUSG00000109404",0,0,0,0,0,0
"ENSMUSG00000056978",0,0,0,0,0,0
"ENSMUSG00000108352",0,0,0,0,0,0
"ENSMUSG00000050440",0,0,0,0,0,0
"ENSMUSG00000054555",11,8,8,0,1,3
"ENSMUSG00002076598",0,0,0,0,0,0
"ENSMUSG00000108478",0,0,0,0,0,0
"ENSMUSG00000050066",0,0,0,0,0,0
"ENSMUSG00000058239",426,376,1231,476,530,1226
"ENSMUSG00000090357",0,0,0,0,0,0
"ENSMUSG00000097750",43,44,83,47,51,116
"ENSMUSG00000030994",0,0,2,0,0,1
"ENSMUSG00000108702",8,12,24,10,4,51
"ENSMUSG00000030935",21,24,52,27,29,62
"ENSMUSG00000001247",272,289,668,279,271,666
"ENSMUSG00000030929",410,434,1328,655,607,970
"ENSMUSG00000046826",37,30,55,24,18,32
"ENSMUSG00000058325",1684,1570,4153,1775,1791,3344
"ENSMUSG00000077150",0,0,0,0,0,0
"ENSMUSG00000073804",2,0,0,0,0,0
"ENSMUSG00000109891",0,0,0,0,0,0
"ENSMUSG00000073803",0,0,0,0,0,0
"ENSMUSG00000048377",0,0,0,0,1,0
"ENSMUSG00000050866",0,0,0,0,0,0
"ENSMUSG00000030924",239,198,366,312,277,589
"ENSMUSG00000048787",904,909,1686,939,931,1265
"ENSMUSG00000030922",67,65,173,95,100,204
"ENSMUSG00000009687",101,82,279,75,71,126
"ENSMUSG00000052273",2,4,0,4,3,6
"ENSMUSG00000098783",0,0,0,0,0,0
"ENSMUSG00000050650",0,0,0,0,0,0
"ENSMUSG00000100470",0,0,0,0,0,0
"ENSMUSG00000088172",0,0,0,0,0,0
"ENSMUSG00000119701",0,0,0,0,0,0
"ENSMUSG00000109445",0,0,0,0,0,0
"ENSMUSG00000093973",0,0,0,0,0,0
"ENSMUSG00000096719",0,0,0,0,0,0
"ENSMUSG00000101780",0,0,0,0,0,0
"ENSMUSG00000101944",0,0,0,0,0,0
"ENSMUSG00000101664",0,0,0,0,0,0
"ENSMUSG00000099659",0,0,0,0,0,0
"ENSMUSG00000078698",0,0,0,0,0,0
"ENSMUSG00000036578",6,9,39,2,6,6
"ENSMUSG00000100665",0,0,0,0,0,0
"ENSMUSG00000101087",0,0,0,0,0,0
"ENSMUSG00000101817",0,0,0,0,0,0
"ENSMUSG00000099603",0,0,0,0,0,0
"ENSMUSG00000030917",312,259,467,265,255,274
"ENSMUSG00000101739",0,0,0,0,0,0
"ENSMUSG00002076926",0,0,0,0,0,0
"ENSMUSG00000100920",0,0,0,0,0,0
"ENSMUSG00000102109",0,0,0,0,0,0
"ENSMUSG00000102068",0,0,0,0,0,0
"ENSMUSG00000102128",0,0,0,0,0,0
"ENSMUSG00000101622",0,0,0,0,0,0
"ENSMUSG00000101759",0,0,0,0,0,0
"ENSMUSG00000101906",0,0,0,0,0,0
"ENSMUSG00000067173",0,0,0,0,0,0
"ENSMUSG00000070552",0,0,0,0,0,0
"ENSMUSG00000101063",0,0,0,0,0,0
"ENSMUSG00000102003",0,0,0,0,0,0
"ENSMUSG00000101900",0,0,0,0,0,0
"ENSMUSG00000102100",0,0,0,0,0,0
"ENSMUSG00000101352",0,0,0,0,0,0
"ENSMUSG00000070551",0,0,0,0,0,0
"ENSMUSG00000101543",0,0,0,0,0,0
"ENSMUSG00000070550",0,0,0,0,0,0
"ENSMUSG00000097955",1,0,0,0,3,0
"ENSMUSG00000099952",0,0,0,2,0,0
"ENSMUSG00000099620",0,0,0,0,0,0
"ENSMUSG00000100687",0,0,0,0,0,0
"ENSMUSG00000050870",0,0,0,0,0,0
"ENSMUSG00000070547",0,0,0,0,0,0
"ENSMUSG00000074109",0,0,0,0,0,0
"ENSMUSG00000050425",0,0,0,0,0,0
"ENSMUSG00000101362",0,0,0,0,0,0
"ENSMUSG00000100250",0,0,0,0,0,0
"ENSMUSG00000070546",0,0,0,0,0,0
"ENSMUSG00000030911",3,2,17,2,0,2
"ENSMUSG00000030471",1374,1312,2353,1784,1680,2348
"ENSMUSG00000030909",2,0,0,1,1,0
"ENSMUSG00000109317",11,5,8,15,5,19
"ENSMUSG00000030470",4,0,16,2,1,0
"ENSMUSG00000030905",175,153,322,34,45,51
"ENSMUSG00000046179",1388,1315,4247,1831,1778,3300
"ENSMUSG00000062017",4,3,15,10,7,22
"ENSMUSG00000041836",18,28,63,23,17,51
"ENSMUSG00000088141",0,0,0,0,0,0
"ENSMUSG00000031004",6422,6214,25216,10689,10183,28711
"ENSMUSG00000109910",0,0,0,2,0,0
"ENSMUSG00000110004",0,0,0,0,0,0
"ENSMUSG00000110113",0,0,1,0,0,0
"ENSMUSG00000098031",6,5,8,13,14,16
"ENSMUSG00000109792",0,1,0,0,0,0
"ENSMUSG00002075912",0,0,0,0,0,0
"ENSMUSG00000109894",5,6,35,9,6,26
"ENSMUSG00000110126",2,3,3,2,0,3
"ENSMUSG00000036570",6,11,21,7,4,14
"ENSMUSG00000054612",446,438,645,485,470,688
"ENSMUSG00000109721",3,2,1,7,5,2
"ENSMUSG00000036560",1,0,0,0,0,1
"ENSMUSG00000109507",1,0,0,0,0,0
"ENSMUSG00000109068",0,0,0,0,0,0
"ENSMUSG00000108950",0,1,0,0,0,0
"ENSMUSG00000103834",0,0,0,1,1,0
"ENSMUSG00000109051",9,3,0,3,4,0
"ENSMUSG00000102148",1,1,3,5,2,2
"ENSMUSG00000057092",8,8,20,6,4,4
"ENSMUSG00000030507",0,2,0,0,0,0
"ENSMUSG00000039745",279,234,456,463,436,841
"ENSMUSG00000046096",933,840,1797,1070,983,1810
"ENSMUSG00000108830",0,0,0,3,2,2
"ENSMUSG00000030505",1662,1678,3264,2705,2618,2998
"ENSMUSG00000109154",5,3,3,7,11,24
"ENSMUSG00000001249",346,341,560,258,246,578
"ENSMUSG00000019194",253,260,621,169,171,419
"ENSMUSG00000039728",8,5,8,13,18,18
"ENSMUSG00000030889",6,9,30,38,34,83
"ENSMUSG00000109392",8,5,1,0,0,0
"ENSMUSG00000109973",0,0,0,0,0,0
"ENSMUSG00000110145",1,0,0,0,0,0
"ENSMUSG00000109834",3,3,3,5,3,6
