"","CB62_E8","CB62_L4i","E32C1_E8","E32C1_L4i","E32C4_E8","E32C4_L4i","E32C6_E8","E32C6_L4i","E5C3_E8","E5C3_L4i","H9_E8","H9_L4i","RUES01_E8","RUES01_L4i","RUES02_E8","RUES02_L4i"
"ENSG00000290901",2,0,3,8,33,6,2,10,6,2,0,2,32,8,223,120
"ENSG00000242507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000290996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000291000",0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0
"ENSG00000124224",0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0
"ENSG00000291067",319,116,521,379,670,335,171,366,175,141,770,264,236,181,1234,783
"ENSG00000282826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000291100",275,146,727,347,1120,570,255,360,512,228,0,56,457,296,1706,761
"ENSG00000243543",0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0
"ENSG00000291238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000227906",4,0,2,2,6,0,0,3,0,0,2,0,0,4,2,4
"ENSG00000289505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132639",20,26,52,145,55,82,16,94,12,18,112,50,24,58,80,136
"ENSG00000101346",6183,3147,11506,7236,15645,9803,4450,4958,3233,6481,10641,3659,3434,4387,21950,15249
"ENSG00000251883",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170191",933,593,1655,1237,1971,1076,569,730,411,576,1672,654,645,672,2223,1769
"ENSG00000213742",127,63,252,157,269,172,78,74,63,41,255,129,97,105,386,249
"ENSG00000242236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236542",3,0,1,2,2,0,0,0,0,1,3,0,1,0,7,3
"ENSG00000130684",148,44,297,118,284,85,81,82,66,69,388,134,74,71,684,281
"ENSG00000278383",9,9,16,16,18,17,6,19,12,10,40,4,0,29,41,53
"ENSG00000226465",29,0,163,27,183,18,45,3,16,5,22,28,41,10,156,3
"ENSG00000230772",3,1,5,5,17,0,0,4,1,0,28,2,2,0,4,6
"ENSG00000175170",23,5,131,31,135,16,14,4,5,10,54,20,23,4,200,82
"ENSG00000275048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274973",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000126001",6759,2868,11300,9618,12719,7468,3310,8232,4375,4846,11794,6743,3816,5350,22460,16448
"ENSG00000230155",1,0,6,1,1,1,1,9,4,0,0,5,0,0,4,3
"ENSG00000290934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289872",5,2,4,8,8,4,1,4,2,0,2,0,0,4,8,4
"ENSG00000101076",13,6,14,8,24,16,0,0,0,32,16,12,3,2,26,137
"ENSG00000064601",4495,4144,5869,6363,8464,10227,2857,5864,2337,3275,5645,2397,2218,3886,12386,9578
"ENSG00000101210",4156,2729,5028,6928,11513,5052,1951,5945,5189,1099,7456,4251,3408,3388,14105,9032
"ENSG00000231977",32,3,200,21,157,35,24,21,60,34,68,8,54,8,255,175
"ENSG00000075043",3946,5249,8997,15590,9535,9315,2363,10183,4536,4129,8503,6039,5406,8559,14361,23772
"ENSG00000166619",5183,3018,5999,6102,9447,7839,2895,5704,2913,2848,8243,2920,2771,3171,14841,10405
"ENSG00000053438",1001,5224,10077,26394,1041,3937,2521,12470,23,226,2305,10237,5212,10828,116,958
"ENSG00000276603",6,9,13,14,11,18,11,21,2,6,21,11,3,15,40,27
"ENSG00000235044",3,6,5,7,3,10,3,16,0,0,6,4,5,0,6,3
"ENSG00000274469",0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000228234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204117",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000101004",5925,2295,12257,5684,11995,4757,2847,3336,3622,2696,16786,4065,5031,3306,19866,11814
"ENSG00000125510",44,19,119,38,154,10,8,20,50,23,118,44,33,28,126,106
"ENSG00000229539",55,23,82,101,124,70,33,65,10,73,123,48,50,59,263,236
"ENSG00000088827",4,0,0,4,0,0,0,0,0,0,4,1,0,0,10,0
"ENSG00000267124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141934",4671,12595,11103,16704,13309,13161,3164,14271,3092,2855,7675,9125,3279,5979,9808,22943
"ENSG00000282535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282458",44,24,30,18,48,38,39,54,18,16,130,34,11,42,308,124
"ENSG00000099812",139,267,124,607,138,324,50,568,72,159,72,326,80,375,409,1069
"ENSG00000282591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282508",126,4,89,34,108,47,61,82,78,32,266,64,63,32,402,99
"ENSG00000282416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282051",0,0,0,0,1,0,0,1,1,1,1,0,2,0,3,0
"ENSG00000282339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282807",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
"ENSG00000064687",4268,1466,5955,4510,7092,3433,1703,4777,1989,1258,7108,2621,2136,2284,13511,7385
"ENSG00000279753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286667",17,184,78,182,68,163,6,100,32,70,54,94,40,81,18,285
"ENSG00000267073",0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,1
"ENSG00000116017",17091,10124,30188,24123,38008,20028,9089,20234,9336,13026,30548,11356,9522,14829,55486,39728
"ENSG00000275162",0,0,5,0,4,0,0,0,0,0,3,0,1,0,6,2
"ENSG00000064932",9078,3465,13089,9243,17205,9206,4186,7732,4857,4076,14277,5853,4120,4957,24905,15190
"ENSG00000183186",1317,2892,2788,2666,2458,4116,798,2292,1966,2298,3736,1342,1226,2347,3241,6321
"ENSG00000279653",1,0,7,2,12,0,3,3,1,0,8,0,2,1,9,11
"ENSG00000205922",0,0,4,12,4,20,1,23,14,10,23,16,2,9,16,8
"ENSG00000116032",159,31,351,183,431,130,111,234,141,108,812,246,131,94,1215,419
"ENSG00000282542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275468",6,7,17,8,28,17,25,7,0,10,13,13,18,16,54,26
"ENSG00000266990",0,0,1,1,5,0,1,2,0,0,25,3,4,3,40,3
"ENSG00000064666",62487,36832,92328,67839,130613,83525,38741,53262,30989,34521,94505,22192,36345,41381,168875,89352
"ENSG00000267443",3,13,11,3,12,12,2,21,0,3,8,8,1,3,10,44
"ENSG00000104953",179,471,182,1988,331,1342,88,1936,174,158,407,856,109,731,494,1979
"ENSG00000099864",4069,1993,7217,3497,9868,2304,1879,2276,3561,1686,9305,2438,2613,1668,13424,5728
"ENSG00000282393",6,6,10,4,4,0,2,0,4,0,6,0,0,0,38,6
"ENSG00000125910",0,0,12,34,14,12,0,4,0,6,18,16,7,0,2,12
"ENSG00000125912",18732,13756,29908,22475,42848,39447,14471,20339,8404,14389,26125,7740,9337,16985,52234,36131
"ENSG00000267688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000011132",2545,1506,3736,2946,4469,3540,1684,2582,1050,1388,3348,1127,1414,1761,7851,4488
"ENSG00000105289",4022,5119,9044,10571,10180,6663,2306,6781,2904,1778,5290,5155,4051,3800,17537,17535
"ENSG00000105694",1,0,0,3,5,1,0,1,0,2,0,0,2,0,0,4
"ENSG00000279452",23,3,27,26,16,16,13,26,13,7,29,10,22,20,62,35
"ENSG00000282798",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095932",1590,49,3075,229,3167,166,558,246,916,16,2755,123,1661,101,5535,242
"ENSG00000266938",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"ENSG00000267138",0,0,2,2,3,2,1,10,2,0,10,4,1,1,11,8
"ENSG00000167476",66,83,152,116,140,84,30,161,26,43,41,100,31,75,134,245
"ENSG00000105428",0,0,10,0,4,0,2,0,0,0,8,0,6,0,0,2
"ENSG00000141905",863,715,1576,1196,2215,2124,630,1030,276,841,1940,419,604,651,2141,1854
"ENSG00000031823",11212,7140,18801,13890,25314,18147,7890,10872,4961,7541,17044,5393,6639,8411,32058,22537
"ENSG00000280103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267551",0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1
"ENSG00000176533",1915,645,4008,2109,4732,1627,1077,1198,1490,630,3694,1042,1695,798,7288,3022
"ENSG00000267448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105248",3019,2193,5199,4137,7360,7755,2391,3224,1196,2413,4208,1376,2172,2792,9619,6093
"ENSG00000060558",50,37,107,45,169,139,60,79,13,6,86,33,58,105,217,99
"ENSG00000280091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160633",17960,14945,32809,30263,44218,40259,14724,23975,8789,16469,28959,9964,11647,17628,69419,47741
"ENSG00000269761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267412",0,0,0,0,4,0,0,0,0,2,6,0,0,0,6,2
"ENSG00000283679",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ENSG00000105519",101,35,119,70,105,65,46,87,61,39,268,46,106,33,455,152
"ENSG00000267205",0,0,3,1,3,2,0,0,2,0,6,0,1,0,3,1
"ENSG00000269385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171105",8476,5733,13848,7791,9935,6542,2777,6860,4886,4249,12473,4426,4783,7088,25116,16827
"ENSG00000127663",9650,5478,15123,16463,20602,12531,5201,12587,5840,6204,16819,10074,5225,6985,42780,26089
"ENSG00000161082",1204,360,2480,764,3320,575,916,441,610,416,2940,448,843,542,5220,1842
"ENSG00000141968",614,56,276,80,120,19,40,27,800,6,349,24,311,6,4895,67
"ENSG00000267749",0,0,6,0,0,0,0,3,0,0,2,2,6,2,6,0
"ENSG00000268845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105278",1399,681,2728,1386,3585,1555,881,1130,791,583,3983,846,1318,726,5332,3113
"ENSG00000174837",0,2,2,0,0,0,0,0,28,0,0,0,0,0,0,0
"ENSG00000267139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267214",0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"ENSG00000269425",22,13,60,56,97,72,42,50,16,32,67,19,31,24,125,128
"ENSG00000175691",432,169,719,543,884,510,240,399,280,257,968,319,369,249,1494,978
"ENSG00000088256",3646,2334,6471,4312,9107,6599,2922,4219,1806,2829,5797,1578,2040,2688,11714,6608
"ENSG00000133243",19788,8518,44926,18997,68798,20194,16072,11624,11099,12574,38161,10631,16452,12020,62500,38421
"ENSG00000105549",4,0,15,6,14,4,0,31,2,0,6,12,2,6,0,33
"ENSG00000267332",0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000007264",3022,2318,6035,6573,4846,6343,1656,5497,1562,1040,3365,1739,2440,3391,10960,7405
"ENSG00000266944",2,0,2,0,0,0,0,1,0,0,0,0,2,0,3,2
"ENSG00000142347",490,103,870,475,978,353,163,210,260,61,577,142,263,248,1144,591
"ENSG00000267148",0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,2
"ENSG00000182087",13407,6674,15526,12320,20623,17519,7086,14601,6511,7180,21305,6447,6969,8191,45924,22542
"ENSG00000065717",1276,1115,1309,3317,2817,4253,988,4407,1207,539,1548,837,816,2264,3319,4195
"ENSG00000183617",3126,2489,5237,5145,7848,7511,2383,3894,1246,2519,4516,1427,2492,2814,9653,6538
"ENSG00000129932",2823,3811,4773,5844,6536,9118,2193,4771,1158,3117,3864,2003,1915,3418,7850,8213
"ENSG00000167785",2279,891,3370,1625,1811,904,501,621,1441,1269,4620,799,0,0,0,0
"ENSG00000142303",987,93,1702,329,1962,340,700,215,395,203,2115,209,717,292,3033,847
"ENSG00000074842",7433,4698,9188,9005,13737,10404,3788,6763,2556,4505,9013,3196,3951,4795,16532,11684
"ENSG00000181143",74,6,177,18,60,8,22,0,48,14,60,8,60,4,140,18
"ENSG00000279599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267646",0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,6
"ENSG00000267089",0,0,8,2,0,0,1,0,0,0,5,0,0,1,0,0
"ENSG00000267986",0,0,0,0,0,1,2,3,2,0,1,0,0,0,5,0
"ENSG00000213726",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
"ENSG00000197332",31,11,66,94,68,47,22,86,23,29,72,64,17,37,126,120
"ENSG00000267154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000065989",1804,717,2492,2472,3580,1335,655,1787,808,693,2552,1435,1104,983,5055,3368
"ENSG00000269300",0,0,5,5,0,2,0,2,6,1,20,2,0,0,0,0
"ENSG00000105401",23554,21918,32282,39523,44651,48122,15030,35399,9131,19654,30435,14085,14131,25628,69137,57390
"ENSG00000197933",299,356,794,1066,1060,706,223,639,262,422,894,375,389,287,1302,1389
"ENSG00000171295",538,545,1282,1631,1228,607,287,755,433,551,1112,687,405,381,1648,1833
"ENSG00000220949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197044",162,167,262,441,272,208,64,243,111,182,311,386,36,78,267,506
"ENSG00000266922",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000214223",152,83,191,132,225,125,52,92,51,38,170,64,86,67,317,272
"ENSG00000267723",27,2,82,23,62,26,12,17,16,5,106,23,33,3,119,27
"ENSG00000269378",163,74,203,156,319,166,73,95,65,72,178,45,45,90,301,239
"ENSG00000123136",10995,15111,23864,19980,33195,34103,10086,17662,6616,12597,17553,5804,8780,13502,32961,29975
"ENSG00000267474",0,1,4,0,8,4,0,1,0,4,4,0,2,6,6,7
"ENSG00000267241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123146",679,327,771,605,1018,505,221,573,262,310,704,248,299,257,1000,962
"ENSG00000267500",23,36,100,64,62,82,24,86,24,48,74,55,44,28,182,215
"ENSG00000225067",33,19,84,59,133,111,29,55,14,15,87,38,34,43,111,121
"ENSG00000177599",23,25,85,106,59,64,23,80,37,79,138,39,29,49,142,141
"ENSG00000105137",2494,1034,4394,2988,5911,3893,1944,2693,903,1948,4775,1328,1362,2001,6706,4772
"ENSG00000160994",1,0,2,2,5,2,0,0,2,0,2,0,0,0,2,0
"ENSG00000127507",284,86,486,250,647,104,165,223,107,60,232,161,105,70,966,404
"ENSG00000123159",14212,9109,19728,15025,28994,19175,8085,13350,6306,8623,18429,5057,7370,9175,38764,22373
"ENSG00000127529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186115",28,2,0,0,0,0,0,0,26,0,0,0,0,0,0,0
"ENSG00000131355",0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0
"ENSG00000267594",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186204",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000160951",71,41,226,110,424,102,88,132,24,28,97,27,63,63,228,138
"ENSG00000268564",4,1,13,14,15,7,4,4,4,4,17,5,4,4,36,10
"ENSG00000198367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105135",8116,6280,13243,14727,18375,18297,5618,11033,3425,5769,10220,5272,4655,6709,23429,20959
"ENSG00000186526",0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0
"ENSG00000269787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267056",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"ENSG00000161031",2,2,0,0,1,2,0,6,15,0,0,4,0,0,0,2
"ENSG00000198551",2033,1337,4781,3958,6101,2923,1578,1998,1169,1225,3624,1427,1697,1343,6061,5420
"ENSG00000160961",1253,248,1181,878,1404,568,347,702,548,370,2154,697,482,220,5220,1778
"ENSG00000267275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141977",2,1,1,10,2,4,0,5,0,0,1,0,0,1,2,2
"ENSG00000099330",2582,767,4888,3256,5351,2047,1149,2636,1670,689,3691,1268,2072,1162,7340,3314
"ENSG00000127220",1793,1909,5868,4744,7743,5343,2172,2996,1100,1096,2490,812,1432,2411,7238,5956
"ENSG00000287961",1,0,0,0,0,2,0,0,0,2,11,2,2,0,2,2
"ENSG00000267033",3,0,3,1,1,2,1,2,0,1,7,1,0,6,4,1
"ENSG00000127527",5843,2959,9870,8083,12325,7069,3333,5399,2587,3341,9129,3378,3309,3817,17620,11096
"ENSG00000268056",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000266913",35,9,94,81,113,31,20,28,25,21,113,26,39,16,144,116
"ENSG00000130300",0,8,35,14,68,25,50,9,10,10,110,2,34,6,66,47
"ENSG00000176923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105141",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ENSG00000160117",1084,1017,2423,3042,1819,1814,790,3298,339,326,2247,1253,669,930,4636,5125
"ENSG00000279717",6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ENSG00000267961",0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
"ENSG00000064490",2426,3583,5928,6601,8820,9136,2636,6167,1491,2662,4510,1739,2323,3875,10934,10950
"ENSG00000176231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000141979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279748",10,3,4,6,4,3,3,6,2,2,6,0,2,0,18,7
"ENSG00000267629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"ENSG00000130299",4899,2496,8851,6315,11150,6911,3403,6121,2611,2803,9905,2914,3287,3074,16540,8846
"ENSG00000267218",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000268790",0,2,0,0,2,3,0,0,0,0,0,1,0,0,0,3
"ENSG00000280332",44,7,106,47,93,60,27,55,33,37,146,31,36,26,195,133
"ENSG00000074855",2847,1204,5022,2630,6015,3042,2197,3363,1864,1588,7463,1530,1834,1705,13168,5685
"ENSG00000269055",0,0,4,0,0,0,0,0,2,0,4,1,0,0,3,0
"ENSG00000258674",35,8,88,66,50,75,59,88,8,37,144,24,45,79,290,153
"ENSG00000268620",0,1,5,1,0,4,1,0,0,0,0,0,0,0,0,3
"ENSG00000268070",0,0,3,2,0,2,0,3,0,0,2,0,0,0,4,1
"ENSG00000105058",10082,8819,17685,14022,25113,21161,6989,11436,4793,9030,15537,4671,7012,8079,24066,20761
"ENSG00000268087",29,14,45,11,23,39,20,22,6,33,91,45,22,8,115,87
"ENSG00000105393",3393,3201,5528,6164,7541,6984,2161,4778,1505,2263,5113,2008,2589,2979,9351,8492
"ENSG00000178093",442,61,494,272,453,278,189,324,197,132,726,232,268,250,1080,635
"ENSG00000186010",1021,758,1903,1636,2746,1741,637,1308,514,664,1848,746,817,736,3306,2608
"ENSG00000130287",352,604,2746,4272,4631,5107,1138,3371,488,702,994,1451,799,1898,2486,10558
"ENSG00000105705",3545,2999,7888,6150,12867,10853,4529,6142,2176,3467,7026,2222,3006,3908,14363,10158
"ENSG00000064489",1,0,1,1,0,1,0,0,0,1,3,1,1,1,4,3
"ENSG00000105122",115,115,134,419,182,280,28,535,226,80,136,405,192,135,543,953
"ENSG00000280171",1,0,1,2,1,4,1,0,1,1,0,0,0,0,1,5
"ENSG00000105750",1252,958,2307,1916,3662,2383,1056,1467,691,875,2099,852,879,772,3899,3305
"ENSG00000160229",676,268,739,503,881,956,428,690,239,617,221,283,173,746,1436,1319
"ENSG00000105072",307,418,1013,677,1263,938,390,631,206,473,930,364,321,461,1480,1447
"ENSG00000269085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268560",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
"ENSG00000268598",0,0,1,0,0,0,0,0,1,2,5,0,0,2,4,4
"ENSG00000171954",702,440,0,516,12,360,2,506,345,71,14,456,0,26,0,136
"ENSG00000240418",2,0,2,4,2,4,0,3,0,0,2,0,0,0,8,12
"ENSG00000250067",333,103,524,372,424,536,312,989,101,339,1343,253,367,310,2517,1072
"ENSG00000269019",34,4,45,12,42,8,21,7,8,6,80,6,12,2,57,7
"ENSG00000269274",4,0,2,2,4,1,0,2,4,2,1,0,0,2,4,2
"ENSG00000269615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271638",0,0,2,0,0,0,0,0,0,0,4,0,1,0,13,0
"ENSG00000130307",1156,113,1936,675,1898,255,386,391,567,127,1889,347,682,236,2615,614
"ENSG00000256229",1905,1955,3734,4289,5196,4330,1390,4342,1853,2365,2780,2125,1119,1926,5373,6600
"ENSG00000197124",910,716,2134,1822,2974,2319,812,1606,666,665,950,617,812,752,3501,3417
"ENSG00000269095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269040",7,0,2,0,0,3,0,2,0,0,1,1,0,1,12,4
"ENSG00000269779",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267178",2,0,0,8,5,2,0,1,0,2,3,0,2,4,3,8
"ENSG00000085872",9833,6678,17299,13111,22295,18958,7429,10172,5025,7592,17342,5662,5336,8492,33600,20569
"ENSG00000267220",0,0,1,2,2,1,1,0,0,3,3,4,0,4,11,2
"ENSG00000268416",0,0,0,0,6,0,0,6,0,0,0,0,2,4,2,0
"ENSG00000160352",3947,2383,7092,4801,8795,6519,2512,4524,2140,2816,7721,2342,2219,2748,8776,4736
"ENSG00000269885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160161",3162,1038,4309,2366,7017,1889,1444,1748,1518,443,3874,1081,1725,1911,11585,2763
"ENSG00000269836",0,0,2,1,1,1,0,2,1,0,1,1,0,0,2,1
"ENSG00000268597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105717",155,65,163,273,243,220,81,420,68,86,297,133,94,104,669,498
"ENSG00000105662",2650,963,4451,3623,5262,4640,1606,3258,1348,1999,5703,1830,1347,1195,8691,5588
"ENSG00000268438",0,0,0,2,1,7,1,2,0,3,3,0,1,2,3,5
"ENSG00000268272",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000279977",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"ENSG00000270716",0,0,1,0,3,0,1,0,0,0,2,1,2,0,8,0
"ENSG00000271524",28,61,63,83,55,146,41,174,42,158,40,26,31,59,107,215
"ENSG00000269815",17,10,34,24,40,9,6,8,8,12,33,0,16,15,41,26
"ENSG00000270317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213985",24,15,41,27,33,38,5,6,9,23,43,16,10,14,59,55
"ENSG00000269154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197134",0,0,1,3,228,205,68,244,0,1,0,0,4,0,1,0
"ENSG00000279404",0,0,10,2,0,2,7,0,0,0,11,0,0,0,14,4
"ENSG00000196350",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"ENSG00000229676",2,1,0,3,4,0,0,0,0,0,1,0,4,0,1,0
"ENSG00000269504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269043",7,1,4,1,21,2,0,8,11,8,4,0,2,0,15,0
"ENSG00000224864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271182",2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ENSG00000268117",2,1,0,0,0,0,0,3,1,1,0,3,0,0,37,9
"ENSG00000167487",1980,788,4201,2215,5299,2495,1354,1499,1052,925,3534,1027,1425,1159,5960,3247
"ENSG00000127526",2998,2342,5817,5273,7627,6730,2070,4023,1687,3056,5475,2099,1832,3047,8996,8257
"ENSG00000271095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000064545",6731,2116,9971,6026,13526,5622,3288,4860,3073,2282,8911,2638,3748,2630,19459,8636
"ENSG00000268322",0,0,0,5,4,1,2,0,0,0,0,0,1,0,1,0
"ENSG00000268892",1,0,2,2,1,1,2,0,0,0,0,0,2,0,2,3
"ENSG00000269796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240673",2,0,2,9,8,27,2,13,0,3,0,3,0,4,5,6
"ENSG00000268240",0,0,2,0,8,0,2,2,0,0,0,0,0,0,2,5
"ENSG00000271149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105676",8385,6916,15530,11747,21698,20447,7397,8965,3509,7299,12951,3099,5165,7520,24473,17195
"ENSG00000269373",2,0,2,0,2,1,0,2,0,7,1,2,0,0,6,0
"ENSG00000269138",0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0
"ENSG00000269480",0,1,1,2,1,3,0,0,0,0,1,0,0,0,2,0
"ENSG00000267886",252,260,1008,505,1407,769,415,422,182,259,774,177,267,353,1246,1058
"ENSG00000279377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277825",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
"ENSG00000268461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
"ENSG00000282732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
